year,crop,range,plot,yield,raw,factor,,
1924,alfalfa,4,6,195.5,195.5,1,,
1924,alfalfa,4,7,185,185,1,,
1924,alfalfa,4,8,189.5,189.5,1,,
1924,alfalfa,4,9,192,192,1,,
1924,alfalfa,4,10,199.5,199.5,1,,
1924,alfalfa,4,11,216.5,216.5,1,,
1924,alfalfa,4,12,239.5,239.5,1,,
1924,alfalfa,4,13,229,229,1,,
1924,alfalfa,4,14,227,227,1,,
1924,alfalfa,4,15,225,225,1,,
1924,alfalfa,4,16,230.5,230.5,1,,
1924,alfalfa,4,17,231,231,1,,
1924,alfalfa,4,18,234.5,234.5,1,,
1924,alfalfa,4,19,223,223,1,,
1924,alfalfa,4,20,227,227,1,,
1924,alfalfa,4,21,236,236,1,,
1924,alfalfa,4,22,220.5,220.5,1,,
1924,alfalfa,4,23,225,225,1,,
1924,alfalfa,4,24,241,241,1,,
1924,alfalfa,4,25,231.5,231.5,1,,
1924,alfalfa,4,26,229,229,1,,
1924,alfalfa,4,27,230.5,230.5,1,,
1924,alfalfa,4,28,230,230,1,,
1924,alfalfa,4,29,230.5,230.5,1,,
1924,alfalfa,4,30,244,244,1,,
1924,alfalfa,4,31,216,216,1,,
1924,alfalfa,4,32,211.5,211.5,1,,
1924,alfalfa,4,33,205.5,205.5,1,,
1924,alfalfa,4,34,212,212,1,,
1924,alfalfa,4,35,238,238,1,,
1928,maize,4,1,79.45,79.45,1,,
1928,maize,4,2,79.16,79.16,1,,
1928,maize,4,3,76.16,76.16,1,,
1928,maize,4,4,79.22,79.22,1,,
1928,maize,4,5,80.96,80.96,1,,
1928,maize,4,6,77.69,77.69,1,,
1928,maize,4,7,82.01,82.01,1,,
1928,maize,4,8,80.67,80.67,1,,
1928,maize,4,9,78.65,78.65,1,,
1928,maize,4,10,77.94,77.94,1,,
1928,maize,4,11,78.93,78.93,1,,
1928,maize,4,12,82.42,82.42,1,,
1928,maize,4,13,85.18,85.18,1,,
1928,maize,4,14,83.06,83.06,1,,
1928,maize,4,15,83.34,83.34,1,,
1928,maize,4,16,84.93,84.93,1,,
1928,maize,4,17,80.62,80.62,1,,
1928,maize,4,18,85.57,85.57,1,,
1928,maize,4,19,79.05,79.05,1,,
1928,maize,4,20,83.02,83.02,1,,
1928,maize,4,21,82.48,82.48,1,,
1928,maize,4,22,81.22,81.22,1,,
1928,maize,4,23,83.55,83.55,1,,
1928,maize,4,24,80.91,80.91,1,,
1928,maize,4,25,82.24,82.24,1,,
1928,maize,4,26,86.85,86.85,1,,
1928,maize,4,27,82.03,82.03,1,,
1928,maize,4,28,85.02,85.02,1,,
1928,maize,4,29,84.81,84.81,1,,
1928,maize,4,30,82.64,82.64,1,,
1928,maize,4,31,80.37,80.37,1,,
1928,maize,4,32,79.77,79.77,1,,
1928,maize,4,33,82.19,82.19,1,,
1928,maize,4,34,84.6,84.6,1,,
1928,maize,4,35,84.72,84.72,1,,
1929,oats,4,1,29,29,1,,
1929,oats,4,2,28.5,28.5,1,,
1929,oats,4,3,30,30,1,,
1929,oats,4,4,29,29,1,,
1929,oats,4,5,28.5,28.5,1,,
1929,oats,4,6,29,29,1,,
1929,oats,4,7,30,30,1,,
1929,oats,4,8,27.5,27.5,1,,
1929,oats,4,9,28,28,1,,
1929,oats,4,10,29,29,1,,
1929,oats,4,11,28.2,28.2,1,,
1929,oats,4,12,29.5,29.5,1,,
1929,oats,4,13,32.5,32.5,1,,
1929,oats,4,14,32.7,32.7,1,,
1929,oats,4,15,34,34,1,,
1929,oats,4,16,30.5,30.5,1,,
1929,oats,4,17,29.2,29.2,1,,
1929,oats,4,18,30,30,1,,
1929,oats,4,19,31,31,1,,
1929,oats,4,20,31,31,1,,
1929,oats,4,21,29.3,29.3,1,,
1929,oats,4,22,29.2,29.2,1,,
1929,oats,4,23,33.6,33.6,1,,
1929,oats,4,24,34,34,1,,
1929,oats,4,25,32.5,32.5,1,,
1929,oats,4,26,37,37,1,,
1929,oats,4,27,37.2,37.2,1,,
1929,oats,4,28,36.5,36.5,1,,
1929,oats,4,29,37.5,37.5,1,,
1929,oats,4,30,36.5,36.5,1,,
1929,oats,4,31,37.5,37.5,1,,
1929,oats,4,32,35,35,1,,
1929,oats,4,33,34.6,34.6,1,,
1929,oats,4,34,34.5,34.5,1,,
1929,oats,4,35,31.5,31.5,1,,
1930,hay1,4,1,154.38,154.38,1,,
1930,hay1,4,2,142.77,142.77,1,,
1930,hay1,4,3,141.73,141.73,1,,
1930,hay1,4,4,142.29,142.29,1,,
1930,hay1,4,5,138.76,138.76,1,,
1930,hay1,4,6,139.39,139.39,1,,
1930,hay1,4,7,148.21,148.21,1,,
1930,hay1,4,8,146.38,146.38,1,,
1930,hay1,4,9,150.52,150.52,1,,
1930,hay1,4,10,151.36,151.36,1,,
1930,hay1,4,11,146.33,146.33,1,,
1930,hay1,4,12,152.27,152.27,1,,
1930,hay1,4,13,157.6,157.6,1,,
1930,hay1,4,14,158.27,158.27,1,,
1930,hay1,4,15,161.87,161.87,1,,
1930,hay1,4,16,158.03,158.03,1,,
1930,hay1,4,17,159.32,159.32,1,,
1930,hay1,4,18,157.9,157.9,1,,
1930,hay1,4,19,162.64,162.64,1,,
1930,hay1,4,20,160.43,160.43,1,,
1930,hay1,4,21,161.91,161.91,1,,
1930,hay1,4,22,160.31,160.31,1,,
1930,hay1,4,23,154.67,154.67,1,,
1930,hay1,4,24,156.59,156.59,1,,
1930,hay1,4,25,159.39,159.39,1,,
1930,hay1,4,26,162.51,162.51,1,,
1930,hay1,4,27,161.47,161.47,1,,
1930,hay1,4,28,163.93,163.93,1,,
1930,hay1,4,29,170.26,170.26,1,,
1930,hay1,4,30,167.58,167.58,1,,
1930,hay1,4,31,168.86,168.86,1,,
1930,hay1,4,32,167.55,167.55,1,,
1930,hay1,4,33,166.44,166.44,1,,
1930,hay1,4,34,161.67,161.67,1,,
1930,hay1,4,35,162.45,162.45,1,,
1932,maize,4,1,78.53,78.53,1,,
1932,maize,4,2,80.67,80.67,1,,
1932,maize,4,3,75.51,75.51,1,,
1932,maize,4,4,75.05,75.05,1,,
1932,maize,4,5,73.84,73.84,1,,
1932,maize,4,6,77.5,77.5,1,,
1932,maize,4,7,80.94,80.94,1,,
1932,maize,4,8,81.79,81.79,1,,
1932,maize,4,9,81.44,81.44,1,,
1932,maize,4,10,79.74,79.74,1,,
1932,maize,4,11,76.22,76.22,1,,
1932,maize,4,12,81.46,81.46,1,,
1932,maize,4,13,82.25,82.25,1,,
1932,maize,4,14,81.16,81.16,1,,
1932,maize,4,15,80.37,80.37,1,,
1932,maize,4,16,78.21,78.21,1,,
1932,maize,4,17,74.84,74.84,1,,
1932,maize,4,18,75.54,75.54,1,,
1932,maize,4,19,78.82,78.82,1,,
1932,maize,4,20,86.05,86.05,1,,
1932,maize,4,21,83.54,83.54,1,,
1932,maize,4,22,87.86,87.86,1,,
1932,maize,4,23,83.91,83.91,1,,
1932,maize,4,24,85,85,1,,
1932,maize,4,25,84.49,84.49,1,,
1932,maize,4,26,87.56,87.56,1,,
1932,maize,4,27,92.51,92.51,1,,
1932,maize,4,28,91.96,91.96,1,,
1932,maize,4,29,88.6,88.6,1,,
1932,maize,4,30,91.66,91.66,1,,
1932,maize,4,31,87.6,87.6,1,,
1932,maize,4,32,87.1,87.1,1,,
1932,maize,4,33,88.67,88.67,1,,
1932,maize,4,34,90.05,90.05,1,,
1932,maize,4,35,89.31,89.31,1,,
1926,mangels,4,1,156.35,156.35,1,,
1926,mangels,4,2,168.51,168.51,1,,
1926,mangels,4,3,158.92,158.92,1,,
1926,mangels,4,4,161.64,161.64,1,,
1926,mangels,4,5,162.43,162.43,1,,
1926,mangels,4,6,169.17,169.17,1,,
1926,mangels,4,7,168.05,168.05,1,,
1926,mangels,4,8,166.7,166.7,1,,
1926,mangels,4,9,167.31,167.31,1,,
1926,mangels,4,10,165.85,165.85,1,,
1926,mangels,4,11,169.21,169.21,1,,
1926,mangels,4,12,172.29,172.29,1,,
1926,mangels,4,13,178.9,178.9,1,,
1926,mangels,4,14,180.33,180.33,1,,
1926,mangels,4,15,176.37,176.37,1,,
1926,mangels,4,16,166.05,166.05,1,,
1926,mangels,4,17,173.48,173.48,1,,
1926,mangels,4,18,171.24,171.24,1,,
1926,mangels,4,19,180.15,180.15,1,,
1926,mangels,4,20,171.77,171.77,1,,
1926,mangels,4,21,165.35,165.35,1,,
1926,mangels,4,22,173.23,173.23,1,,
1926,mangels,4,23,165.68,165.68,1,,
1926,mangels,4,24,173.16,173.16,1,,
1926,mangels,4,25,172.89,172.89,1,,
1926,mangels,4,26,177.4,177.4,1,,
1926,mangels,4,27,173.58,173.58,1,,
1926,mangels,4,28,173.4,173.4,1,,
1926,mangels,4,29,175.23,175.23,1,,
1926,mangels,4,30,177.84,177.84,1,,
1926,mangels,4,31,171.26,171.26,1,,
1926,mangels,4,32,179.85,179.85,1,,
1926,mangels,4,33,174.5,174.5,1,,
1926,mangels,4,34,170.71,170.71,1,,
1926,mangels,4,35,183.07,183.07,1,,
1925,oats,5,1,26.13797472,11856,0.00220462,,
1925,oats,5,2,31.58338612,14326,0.00220462,,
1925,oats,5,3,33.2015772,15060,0.00220462,,
1925,oats,5,4,36.5305534,16570,0.00220462,,
1925,oats,5,5,35.9463291,16305,0.00220462,,
1925,oats,5,6,34.943227,15850,0.00220462,,
1925,oats,5,7,33.6865936,15280,0.00220462,,
1925,oats,5,8,30.30911576,13748,0.00220462,,
1925,oats,5,9,32.3858678,14690,0.00220462,,
1925,oats,5,10,31.70464022,14381,0.00220462,,
1925,oats,5,11,38.3714111,17405,0.00220462,,
1925,oats,5,12,41.8767569,18995,0.00220462,,
1925,oats,5,13,43.7727301,19855,0.00220462,,
1925,oats,5,14,46.7930595,21225,0.00220462,,
1925,oats,5,15,44.8089015,20325,0.00220462,,
1925,oats,5,16,43.3318061,19655,0.00220462,,
1925,oats,5,17,39.86614346,18083,0.00220462,,
1925,oats,5,18,38.66242094,17537,0.00220462,,
1925,oats,5,19,38.6469886,17530,0.00220462,,
1925,oats,5,20,38.0848105,17275,0.00220462,,
1925,oats,5,21,39.572929,17950,0.00220462,,
1925,oats,5,22,39.9256682,18110,0.00220462,,
1925,oats,5,23,39.1099588,17740,0.00220462,,
1925,oats,5,24,40.2122688,18240,0.00220462,,
1925,oats,5,25,39.7382755,18025,0.00220462,,
1924,oats,5,1,28.0427664,12720,0.00220462,,
1924,oats,5,2,31.856759,14450,0.00220462,,
1924,oats,5,3,32.0992672,14560,0.00220462,,
1924,oats,5,4,32.5291681,14755,0.00220462,,
1924,oats,5,5,34.2046793,15515,0.00220462,,
1924,oats,5,6,34.7999267,15785,0.00220462,,
1924,oats,5,7,35.4392665,16075,0.00220462,,
1924,oats,5,8,33.8078477,15335,0.00220462,,
1924,oats,5,9,33.0582769,14995,0.00220462,,
1924,oats,5,10,30.9418417,14035,0.00220462,,
1924,oats,5,11,34.0834252,15460,0.00220462,,
1924,oats,5,12,33.4440854,15170,0.00220462,,
1924,oats,5,13,34.3149103,15565,0.00220462,,
1924,oats,5,14,33.4881778,15190,0.00220462,,
1924,oats,5,15,35.0865273,15915,0.00220462,,
1924,oats,5,16,36.7289692,16660,0.00220462,,
1924,oats,5,17,35.3069893,16015,0.00220462,,
1924,oats,5,18,30.2473864,13720,0.00220462,,
1924,oats,5,19,33.6976167,15285,0.00220462,,
1924,oats,5,20,33.4771547,15185,0.00220462,,
1924,oats,5,21,36.3431607,16485,0.00220462,,
1924,oats,5,22,36.1226987,16385,0.00220462,,
1924,oats,5,23,36.4203224,16520,0.00220462,,
1924,oats,5,24,38.5477807,17485,0.00220462,,
1924,oats,5,25,39.3745132,17860,0.00220462,,
1927,mangels,5,1,120.05,120.05,1,,
1927,mangels,5,2,120.7,120.7,1,,
1927,mangels,5,3,107.07,107.07,1,,
1927,mangels,5,4,107.39,107.39,1,,
1927,mangels,5,5,120.51,120.51,1,,
1927,mangels,5,6,115.08,115.08,1,,
1927,mangels,5,7,115.62,115.62,1,,
1927,mangels,5,8,110.43,110.43,1,,
1927,mangels,5,9,116.06,116.06,1,,
1927,mangels,5,10,124.01,124.01,1,,
1927,mangels,5,11,135.95,135.95,1,,
1927,mangels,5,12,131.99,131.99,1,,
1927,mangels,5,13,138.2,138.2,1,,
1927,mangels,5,14,138.7,138.7,1,,
1927,mangels,5,15,140.07,140.07,1,,
1927,mangels,5,16,136.5,136.5,1,,
1927,mangels,5,17,131.13,131.13,1,,
1927,mangels,5,18,135.49,135.49,1,,
1927,mangels,5,19,127.29,127.29,1,,
1927,mangels,5,20,119.01,119.01,1,,
1927,mangels,5,21,124.28,124.28,1,,
1927,mangels,5,22,132.05,132.05,1,,
1927,mangels,5,23,119.51,119.51,1,,
1927,mangels,5,24,137.65,137.65,1,,
1927,mangels,5,25,136.25,136.25,1,,
1926,oats,5,1,48.3142473,21915,0.00220462,,
1926,oats,5,2,48.97122406,22213,0.00220462,,
1926,oats,5,3,49.7692965,22575,0.00220462,,
1926,oats,5,4,48.74855744,22112,0.00220462,,
1926,oats,5,5,50.85176492,23066,0.00220462,,
1926,oats,5,6,49.00208874,22227,0.00220462,,
1926,oats,5,7,48.28558724,21902,0.00220462,,
1926,oats,5,8,47.40594386,21503,0.00220462,,
1926,oats,5,9,50.0669202,22710,0.00220462,,
1926,oats,5,10,50.95538206,23113,0.00220462,,
1926,oats,5,11,51.62558654,23417,0.00220462,,
1926,oats,5,12,52.11060294,23637,0.00220462,,
1926,oats,5,13,48.6669865,22075,0.00220462,,
1926,oats,5,14,48.10039916,21818,0.00220462,,
1926,oats,5,15,49.09909202,22271,0.00220462,,
1926,oats,5,16,50.4968211,22905,0.00220462,,
1926,oats,5,17,46.21103982,20961,0.00220462,,
1926,oats,5,18,44.09460462,20001,0.00220462,,
1926,oats,5,19,45.06463742,20441,0.00220462,,
1926,oats,5,20,48.11803612,21826,0.00220462,,
1926,oats,5,21,47.67270288,21624,0.00220462,,
1926,oats,5,22,49.7362272,22560,0.00220462,,
1926,oats,5,23,48.00339588,21774,0.00220462,,
1926,oats,5,24,51.44039846,23333,0.00220462,,
1926,oats,5,25,48.28338262,21901,0.00220462,,
1928,oats,5,1,37,37,1,,
1928,oats,5,2,36.5,36.5,1,,
1928,oats,5,3,35,35,1,,
1928,oats,5,4,36.3,36.3,1,,
1928,oats,5,5,35.4,35.4,1,,
1928,oats,5,6,35.3,35.3,1,,
1928,oats,5,7,31,31,1,,
1928,oats,5,8,31,31,1,,
1928,oats,5,9,33.9,33.9,1,,
1928,oats,5,10,37.2,37.2,1,,
1928,oats,5,11,38,38,1,,
1928,oats,5,12,37.5,37.5,1,,
1928,oats,5,13,39.1,39.1,1,,
1928,oats,5,14,40.5,40.5,1,,
1928,oats,5,15,39.3,39.3,1,,
1928,oats,5,16,38,38,1,,
1928,oats,5,17,34.3,34.3,1,,
1928,oats,5,18,33,33,1,,
1928,oats,5,19,34.5,34.5,1,,
1928,oats,5,20,33.4,33.4,1,,
1928,oats,5,21,34.5,34.5,1,,
1928,oats,5,22,36,36,1,,
1928,oats,5,23,35,35,1,,
1928,oats,5,24,33.5,33.5,1,,
1928,oats,5,25,36.8,36.8,1,,
1929,maize,5,1,48.64,48.64,1,,
1929,maize,5,2,58.44,58.44,1,,
1929,maize,5,3,58.56,58.56,1,,
1929,maize,5,4,61.23,61.23,1,,
1929,maize,5,5,59.18,59.18,1,,
1929,maize,5,6,59.42,59.42,1,,
1929,maize,5,7,55.59,55.59,1,,
1929,maize,5,8,52.11,52.11,1,,
1929,maize,5,9,56.29,56.29,1,,
1929,maize,5,10,58.43,58.43,1,,
1929,maize,5,11,65.21,65.21,1,,
1929,maize,5,12,66.75,66.75,1,,
1929,maize,5,13,64.09,64.09,1,,
1929,maize,5,14,61.3,61.3,1,,
1929,maize,5,15,60.09,60.09,1,,
1929,maize,5,16,62.74,62.74,1,,
1929,maize,5,17,55.22,55.22,1,,
1929,maize,5,18,53.98,53.98,1,,
1929,maize,5,19,51.98,51.98,1,,
1929,maize,5,20,56.25,56.25,1,,
1929,maize,5,21,60.8,60.8,1,,
1929,maize,5,22,57.95,57.95,1,,
1929,maize,5,23,66.25,66.25,1,,
1929,maize,5,24,66.08,66.08,1,,
1929,maize,5,25,67.63,67.63,1,,
1930,oats,5,1,42,42,1,,
1930,oats,5,2,43.5,43.5,1,,
1930,oats,5,3,45.5,45.5,1,,
1930,oats,5,4,43.5,43.5,1,,
1930,oats,5,5,42,42,1,,
1930,oats,5,6,41,41,1,,
1930,oats,5,7,39,39,1,,
1930,oats,5,8,40,40,1,,
1930,oats,5,9,41,41,1,,
1930,oats,5,10,44,44,1,,
1930,oats,5,11,45.5,45.5,1,,
1930,oats,5,12,47.5,47.5,1,,
1930,oats,5,13,47,47,1,,
1930,oats,5,14,47,47,1,,
1930,oats,5,15,47,47,1,,
1930,oats,5,16,47.5,47.5,1,,
1930,oats,5,17,43,43,1,,
1930,oats,5,18,42,42,1,,
1930,oats,5,19,45,45,1,,
1930,oats,5,20,43.5,43.5,1,,
1930,oats,5,21,40.5,40.5,1,,
1930,oats,5,22,42.5,42.5,1,,
1930,oats,5,23,44,44,1,,
1930,oats,5,24,45,45,1,,
1930,oats,5,25,46,46,1,,
1931,hay1,5,1,110.8,110.8,1,,
1931,hay1,5,2,113,113,1,,
1931,hay1,5,3,117.3,117.3,1,,
1931,hay1,5,4,115.5,115.5,1,,
1931,hay1,5,5,111,111,1,,
1931,hay1,5,6,112.1,112.1,1,,
1931,hay1,5,7,108.8,108.8,1,,
1931,hay1,5,8,111.4,111.4,1,,
1931,hay1,5,9,112.6,112.6,1,,
1931,hay1,5,10,111.7,111.7,1,,
1931,hay1,5,11,118.4,118.4,1,,
1931,hay1,5,12,122.4,122.4,1,,
1931,hay1,5,13,127.8,127.8,1,,
1931,hay1,5,14,126.7,126.7,1,,
1931,hay1,5,15,125.6,125.6,1,,
1931,hay1,5,16,121,121,1,,
1931,hay1,5,17,116.5,116.5,1,,
1931,hay1,5,18,117.7,117.7,1,,
1931,hay1,5,19,115.8,115.8,1,,
1931,hay1,5,20,105,105,1,,
1931,hay1,5,21,112.2,112.2,1,,
1931,hay1,5,22,111.4,111.4,1,,
1931,hay1,5,23,120.9,120.9,1,,
1931,hay1,5,24,121,121,1,,
1931,hay1,5,25,118.6,118.6,1,,
1932,hay2,5,1,54.21,54.21,1,,
1932,hay2,5,2,61.18,61.18,1,,
1932,hay2,5,3,62.33,62.33,1,,
1932,hay2,5,4,64.65,64.65,1,,
1932,hay2,5,5,65.91,65.91,1,,
1932,hay2,5,6,64.89,64.89,1,,
1932,hay2,5,7,66.54,66.54,1,,
1932,hay2,5,8,67.66,67.66,1,,
1932,hay2,5,9,69.37,69.37,1,,
1932,hay2,5,10,71.93,71.93,1,,
1932,hay2,5,11,84.68,84.68,1,,
1932,hay2,5,12,87.95,87.95,1,,
1932,hay2,5,13,92.13,92.13,1,,
1932,hay2,5,14,93.18,93.18,1,,
1932,hay2,5,15,90.46,90.46,1,,
1932,hay2,5,16,84.89,84.89,1,,
1932,hay2,5,17,79.69,79.69,1,,
1932,hay2,5,18,69.83,69.83,1,,
1932,hay2,5,19,79.37,79.37,1,,
1932,hay2,5,20,77.6,77.6,1,,
1932,hay2,5,21,78.41,78.41,1,,
1932,hay2,5,22,77.01,77.01,1,,
1932,hay2,5,23,80.18,80.18,1,,
1932,hay2,5,24,86.48,86.48,1,,
1932,hay2,5,25,84.2,84.2,1,,
